,x,y,cex,col,members,midpoint,height,leaf,label,parent
75,35.25,0.0202,,,3,1.25,0.0202,False,n42,n41
76,34.5,0.0156,,,2,0.5,0.0156,False,n43,n42
77,34.0,0.0,0.5,#711E85,1,,0.0,True,34_Sncg,n43
78,35.0,0.0,0.5,#E826FF,1,,0.0,True,35_Sncg,n43
79,36.0,0.0,0.5,#B727F2,1,,0.0,True,36_Sncg,n42
80,37.5,0.0292,,,2,0.5,0.0292,False,n44,n41
81,37.0,0.0,0.5,#BF28CC,1,,0.0,True,37_Sncg,n44
82,38.0,0.0,0.5,#B028D3,1,,0.0,True,38_Sncg,n44
83,39.75,0.0491,,,3,0.75,0.0491,False,n45,n38
84,39.0,0.0,0.5,#CC7784,1,,0.0,True,39_Lamp5,n45
85,40.5,0.0148,,,2,0.5,0.0148,False,n46,n45
86,40.0,0.0,0.5,#7F4C8C,1,,0.0,True,40_Vip,n46
87,41.0,0.0,0.5,#DF70FF,1,,0.0,True,41_Vip,n46
88,50.65234375,0.0868,,,18,8.6523,0.0868,False,n47,n8
89,44.8046875,0.0741,,,12,2.8047,0.0741,False,n48,n47
90,42.5,0.0428,,,2,0.5,0.0428,False,n49,n48
91,42.0,0.0,0.5,#8B5199,1,,0.0,True,42_Vip,n49
92,43.0,0.0,0.5,#C667D9,1,,0.0,True,43_Vip,n49
93,47.109375,0.055,,,10,3.1094,0.055,False,n50,n48
94,45.25,0.0438,,,3,1.25,0.0438,False,n51,n50
95,44.5,0.0269,,,2,0.5,0.0269,False,n52,n51
96,44.0,0.0,0.5,#9256A6,1,,0.0,True,44_Vip,n52
97,45.0,0.0,0.5,#D26AE6,1,,0.0,True,45_Vip,n52
98,46.0,0.0,0.5,#9A5AB3,1,,0.0,True,46_Vip,n51
99,48.96875,0.043,,,7,1.9688,0.043,False,n53,n50
100,47.5,0.0261,,,2,0.5,0.0261,False,n54,n53
101,47.0,0.0,0.5,#DD6DF2,1,,0.0,True,47_Vip,n54
102,48.0,0.0,0.5,#A45FBF,1,,0.0,True,48_Vip,n54
103,50.4375,0.0362,,,5,1.4375,0.0362,False,n55,n53
104,49.0,0.0,0.5,#B563CC,1,,0.0,True,49_Vip,n55
105,51.875,0.0323,,,4,1.875,0.0323,False,n56,n55
106,50.75,0.0263,,,3,0.75,0.0263,False,n57,n56
107,50.0,0.0,0.5,#B65FBF,1,,0.0,True,50_Vip,n57
108,51.5,0.0173,,,2,0.5,0.0173,False,n58,n57
109,51.0,0.0,0.5,#AA5AB3,1,,0.0,True,51_Vip,n58
110,52.0,0.0,0.5,#B967D9,1,,0.0,True,52_Vip,n58
111,53.0,0.0,0.5,#9E56A6,1,,0.0,True,53_Vip,n56
112,56.5,0.0404,,,6,2.5,0.0404,False,n59,n47
113,54.75,0.0171,,,3,0.75,0.0171,False,n60,n59
114,54.0,0.0,0.5,#C36AE6,1,,0.0,True,54_Vip,n60
115,55.5,0.0105,,,2,0.5,0.0105,False,n61,n60
116,55.0,0.0,0.5,#C263CC,1,,0.0,True,55_Vip,n61
117,56.0,0.0,0.5,#CD6DF2,1,,0.0,True,56_Vip,n61
118,58.25,0.0286,,,3,1.25,0.0286,False,n62,n59
119,57.5,0.0202,,,2,0.5,0.0202,False,n63,n62
120,57.0,0.0,0.5,#F170FF,1,,0.0,True,57_Vip,n63
121,58.0,0.0,0.5,#D270FF,1,,0.0,True,58_Vip,n63
122,59.0,0.0,0.5,#E96DF2,1,,0.0,True,59_Vip,n62
123,81.4521484375,0.156,,,60,21.4521,0.156,False,n64,n7
124,61.875,0.0232,,,4,1.875,0.0232,False,n65,n64
125,60.75,0.0147,,,3,0.75,0.0147,False,n66,n65
126,60.0,0.0,0.5,#91910E,1,,0.0,True,60_Sst Chodl,n66
127,61.5,0.002,,,2,0.5,0.002,False,n67,n66
128,61.0,0.0,0.5,#ECD704,1,,0.0,True,61_Sst Chodl,n67
129,62.0,0.0,0.5,#B1B10C,1,,0.0,True,62_Sst Chodl,n67
130,63.0,0.0,0.5,#F9F801,1,,0.0,True,63_Sst Chodl,n65
131,101.029296875,0.1182,,,56,37.0293,0.1182,False,n68,n64
132,87.21875,0.0842,,,38,23.2188,0.0842,False,n69,n68
133,76.1875,0.067,,,32,12.1875,0.067,False,n70,n69
134,68.3125,0.0592,,,10,4.3125,0.0592,False,n71,n70
135,65.875,0.0346,,,4,1.875,0.0346,False,n72,n71
136,64.75,0.0161,,,3,0.75,0.0161,False,n73,n72
137,64.0,0.0,0.5,#CC6709,1,,0.0,True,64_Sst,n73
138,65.5,0.0126,,,2,0.5,0.0126,False,n74,n73
139,65.0,0.0,0.5,#996A0E,1,,0.0,True,65_Sst,n74
140,66.0,0.0,0.5,#D96C07,1,,0.0,True,66_Sst,n74
141,67.0,0.0,0.5,#8C620E,1,,0.0,True,67_Sst,n72
142,70.75,0.027,,,6,2.75,0.027,False,n75,n71
143,69.25,0.0136,,,3,1.25,0.0136,False,n76,n75
144,68.5,0.0087,,,2,0.5,0.0087,False,n77,n76
145,68.0,0.0,0.5,#A65B0D,1,,0.0,True,68_Sst,n77
146,69.0,0.0,0.5,#BF7D0B,1,,0.0,True,69_Sst,n77
147,70.0,0.0,0.5,#B3580C,1,,0.0,True,70_Sst,n76
148,72.25,0.017,,,3,1.25,0.017,False,n78,n75
149,71.5,0.0144,,,2,0.5,0.0144,False,n79,n78
150,71.0,0.0,0.5,#B3750C,1,,0.0,True,71_Sst,n79
151,72.0,0.0,0.5,#BF5E0B,1,,0.0,True,72_Sst,n79
152,73.0,0.0,0.5,#A66D0D,1,,0.0,True,73_Sst,n78
153,84.0625,0.0574,,,22,10.0625,0.0574,False,n80,n70
154,79.25,0.0478,,,10,5.25,0.0478,False,n81,n80
155,76.75,0.0465,,,5,2.75,0.0465,False,n82,n81
156,75.5,0.0241,,,4,1.5,0.0241,False,n83,n82
157,74.5,0.0134,,,2,0.5,0.0134,False,n84,n83
158,74.0,0.0,0.5,#8C4E0E,1,,0.0,True,74_Sst,n84
159,75.0,0.0,0.5,#F29303,1,,0.0,True,75_Sst,n84
160,76.5,0.0206,,,2,0.5,0.0206,False,n85,n83
161,76.0,0.0,0.5,#99550E,1,,0.0,True,76_Sst,n85
162,77.0,0.0,0.5,#FF9900,1,,0.0,True,77_Sst,n85
163,78.0,0.0,0.5,#CC9509,1,,0.0,True,78_Sst,n82
164,81.75,0.0337,,,5,2.75,0.0337,False,n86,n81
165,80.5,0.0229,,,4,1.5,0.0229,False,n87,n86
166,79.5,0.0139,,,2,0.5,0.0139,False,n88,n87
167,79.0,0.0,0.5,#E67105,1,,0.0,True,79_Sst,n88
168,80.0,0.0,0.5,#CC8A09,1,,0.0,True,80_Sst,n88
169,81.5,0.0106,,,2,0.5,0.0106,False,n89,n87
170,81.0,0.0,0.5,#F27503,1,,0.0,True,81_Sst,n89
171,82.0,0.0,0.5,#D99207,1,,0.0,True,82_Sst,n89
172,83.0,0.0,0.5,#FF7A00,1,,0.0,True,83_Sst,n86
173,88.875,0.0522,,,12,4.875,0.0522,False,n90,n80
174,85.5625,0.0339,,,6,1.5625,0.0339,False,n91,n90
175,84.0,0.0,0.5,#E69A05,1,,0.0,True,84_Sst,n91
176,87.125,0.0286,,,5,2.125,0.0286,False,n92,n91
177,85.75,0.0175,,,3,0.75,0.0175,False,n93,n92
178,85.0,0.0,0.5,#BF670B,1,,0.0,True,85_Sst,n93
179,86.5,0.0125,,,2,0.5,0.0125,False,n94,n93
180,86.0,0.0,0.5,#F2A103,1,,0.0,True,86_Sst,n94
181,87.0,0.0,0.5,#B3610C,1,,0.0,True,87_Sst,n94
182,88.5,0.0114,,,2,0.5,0.0114,False,n95,n92
183,88.0,0.0,0.5,#FFA900,1,,0.0,True,88_Sst,n95
184,89.0,0.0,0.5,#CC7209,1,,0.0,True,89_Sst,n95
185,92.1875,0.0427,,,6,2.1875,0.0427,False,n96,n90
186,90.5,0.0164,,,2,0.5,0.0164,False,n97,n96
187,90.0,0.0,0.5,#BF880B,1,,0.0,True,90_Sst,n97
188,91.0,0.0,0.5,#D97807,1,,0.0,True,91_Sst,n97
189,93.875,0.0355,,,4,1.875,0.0355,False,n98,n96
190,92.75,0.0232,,,3,0.75,0.0232,False,n99,n98
191,92.0,0.0,0.5,#B37F0C,1,,0.0,True,92_Sst,n99
192,93.5,0.0082,,,2,0.5,0.0082,False,n100,n99
193,93.0,0.0,0.5,#E67E05,1,,0.0,True,93_Sst,n100
194,94.0,0.0,0.5,#A6770D,1,,0.0,True,94_Sst,n100
195,95.0,0.0,0.5,#F28403,1,,0.0,True,95_Sst,n98
196,98.25,0.0492,,,6,2.25,0.0492,False,n101,n69
197,96.75,0.0223,,,3,0.75,0.0223,False,n102,n101
198,96.0,0.0,0.5,#FF8A00,1,,0.0,True,96_Sst,n102
199,97.5,0.0091,,,2,0.5,0.0091,False,n103,n102
200,97.0,0.0,0.5,#D99F07,1,,0.0,True,97_Sst,n103
201,98.0,0.0,0.5,#BF720B,1,,0.0,True,98_Sst,n103
202,99.75,0.0448,,,3,0.75,0.0448,False,n104,n101
203,99.0,0.0,0.5,#E6A705,1,,0.0,True,99_Sst,n104
204,100.5,0.0185,,,2,0.5,0.0185,False,n105,n104
205,100.0,0.0,0.5,#B36B0C,1,,0.0,True,100_Sst,n105
206,101.0,0.0,0.5,#F2B003,1,,0.0,True,101_Sst,n105
207,114.83984375,0.1132,,,18,12.8398,0.1132,False,n106,n68
208,110.6796875,0.089,,,17,8.6797,0.089,False,n107,n106
209,105.125,0.064,,,7,3.125,0.064,False,n108,n107
210,103.5,0.048,,,4,1.5,0.048,False,n109,n108
211,102.5,0.0404,,,2,0.5,0.0404,False,n110,n109
212,102.0,0.0,0.5,#CC7E09,1,,0.0,True,102_Sst,n110
213,103.0,0.0,0.5,#FFB800,1,,0.0,True,103_Sst,n110
214,104.5,0.0304,,,2,0.5,0.0304,False,n111,n109
215,104.0,0.0,0.5,#D98507,1,,0.0,True,104_Sst,n111
216,105.0,0.0,0.5,#8C2734,1,,0.0,True,105_Pvalb,n111
217,106.75,0.0203,,,3,0.75,0.0203,False,n112,n108
218,106.0,0.0,0.5,#CC322E,1,,0.0,True,106_Pvalb,n112
219,107.5,0.0147,,,2,0.5,0.0147,False,n113,n112
220,107.0,0.0,0.5,#99282D,1,,0.0,True,107_Pvalb,n113
221,108.0,0.0,0.5,#D93031,1,,0.0,True,108_Pvalb,n113
222,116.234375,0.0544,,,10,7.2344,0.0544,False,n114,n107
223,114.46875,0.042,,,9,5.4688,0.042,False,n115,n114
224,112.4375,0.0337,,,7,3.4375,0.0337,False,n116,n115
225,111.125,0.0308,,,4,2.125,0.0308,False,n117,n116
226,110.25,0.0151,,,3,1.25,0.0151,False,n118,n117
227,109.5,0.014,,,2,0.5,0.014,False,n119,n118
228,109.0,0.0,0.5,#B92C3E,1,,0.0,True,109_Pvalb,n119
229,110.0,0.0,0.5,#FF3031,1,,0.0,True,110_Pvalb,n119
230,111.0,0.0,0.5,#CC2D41,1,,0.0,True,111_Pvalb,n118
231,112.0,0.0,0.5,#B9342C,1,,0.0,True,112_Pvalb,n117
232,113.75,0.0182,,,3,0.75,0.0182,False,n120,n116
233,113.0,0.0,0.5,#8C2A27,1,,0.0,True,113_Pvalb,n120
234,114.5,0.0136,,,2,0.5,0.0136,False,n121,n120
235,114.0,0.0,0.5,#D92D43,1,,0.0,True,114_Pvalb,n121
236,115.0,0.0,0.5,#EC2D46,1,,0.0,True,115_Pvalb,n121
237,116.5,0.019,,,2,0.5,0.019,False,n122,n115
238,116.0,0.0,0.5,#A62A2F,1,,0.0,True,116_Pvalb,n122
239,117.0,0.0,0.5,#EC3031,1,,0.0,True,117_Pvalb,n122
240,118.0,0.0,0.5,#D93C2D,1,,0.0,True,118_Pvalb,n114
241,119.0,0.0,0.5,#FF2D4E,1,,0.0,True,119_Pvalb Vipr2,n106
242,207.66100120544434,0.2248,,,235,87.661,0.2248,False,n123,n5
243,122.5,0.0942,,,6,2.5,0.0942,False,n124,n123
244,121.25,0.0272,,,3,1.25,0.0272,False,n125,n124
245,120.5,0.017,,,2,0.5,0.017,False,n126,n125
246,120.0,0.0,0.5,#2E3493,1,,0.0,True,120_DG,n126
247,121.0,0.0,0.5,#3749D3,1,,0.0,True,121_DG,n126
248,122.0,0.0,0.5,#304AA0,1,,0.0,True,122_DG,n125
249,123.75,0.0448,,,3,0.75,0.0448,False,n127,n124
250,123.0,0.0,0.5,#3864F2,1,,0.0,True,123_DG,n127
251,124.5,0.0065,,,2,0.5,0.0065,False,n128,n127
252,124.0,0.0,0.5,#3447B9,1,,0.0,True,124_DG,n128
253,125.0,0.0,0.5,#3842EC,1,,0.0,True,125_DG,n128
254,292.8220024108887,0.1603,,,229,166.822,0.1603,False,n129,n123
255,257.96810150146484,0.1523,,,177,131.9681,0.1523,False,n130,n129
256,228.2584686279297,0.1454,,,137,102.2585,0.1454,False,n131,n130
257,196.39193725585938,0.1314,,,132,70.3919,0.1314,False,n132,n131
258,144.37762451171875,0.1276,,,108,18.3776,0.1276,False,n133,n132
259,129.96875,0.0948,,,11,3.9688,0.0948,False,n134,n133
260,127.5,0.0398,,,4,1.5,0.0398,False,n135,n134
261,126.5,0.0253,,,2,0.5,0.0253,False,n136,n135
262,126.0,0.0,0.5,#268063,1,,0.0,True,126_L2/3 IT APr,n136
263,127.0,0.0,0.5,#2CAD91,1,,0.0,True,127_L2/3 IT APr,n136
264,128.5,0.0168,,,2,0.5,0.0168,False,n137,n135
265,128.0,0.0,0.5,#299373,1,,0.0,True,128_L2/3 IT APr,n137
266,129.0,0.0,0.5,#2FD3B0,1,,0.0,True,129_L2/3 IT APr,n137
267,132.4375,0.0857,,,7,2.4375,0.0857,False,n138,n134
268,130.5,0.0367,,,2,0.5,0.0367,False,n139,n138
269,130.0,0.0,0.5,#2CAD7A,1,,0.0,True,130_L2 IT RSPv,n139
270,131.0,0.0,0.5,#30E6BA,1,,0.0,True,131_L2 IT RSPv,n139
271,134.375,0.0651,,,5,2.375,0.0651,False,n140,n138
272,133.25,0.0124,,,3,1.25,0.0124,False,n141,n140
273,132.5,0.0109,,,2,0.5,0.0109,False,n142,n141
274,132.0,0.0,0.5,#2BA087,1,,0.0,True,132_L2/3 IT PPP,n142
275,133.0,0.0,0.5,#2FCA96,1,,0.0,True,133_L2/3 IT PPP,n142
276,134.0,0.0,0.5,#30E69E,1,,0.0,True,134_L2/3 IT PPP,n141
277,135.5,0.0275,,,2,0.5,0.0275,False,n143,n140
278,135.0,0.0,0.5,#1D995D,1,,0.0,True,135_L2/3 IT PPP,n143
279,136.0,0.0,0.5,#1EB378,1,,0.0,True,136_L2/3 IT PPP,n143
280,158.7864990234375,0.1182,,,97,21.7865,0.1182,False,n144,n133
281,137.75,0.0257,,,3,0.75,0.0257,False,n145,n144
282,137.0,0.0,0.5,#308B2F,1,,0.0,True,137_L2 IT ENTl,n145
283,138.5,0.0183,,,2,0.5,0.0183,False,n146,n145
284,138.0,0.0,0.5,#27A020,1,,0.0,True,138_L2 IT ENTl,n146
285,139.0,0.0,0.5,#0E8C30,1,,0.0,True,139_L2 IT ENTl,n146
286,179.822998046875,0.1041,,,94,39.823,0.1041,False,n147,n144
287,152.69140625,0.1004,,,45,12.6914,0.1004,False,n148,n147
288,143.5625,0.0368,,,7,3.5625,0.0368,False,n149,n148
289,141.625,0.0241,,,5,1.625,0.0241,False,n150,n149
290,140.5,0.0093,,,2,0.5,0.0093,False,n151,n150
291,140.0,0.0,0.5,#6CB31E,1,,0.0,True,140_L3 IT ENTm,n151
292,141.0,0.0,0.5,#299337,1,,0.0,True,141_L3 IT ENTm,n151
293,142.75,0.0112,,,3,0.75,0.0112,False,n152,n150
294,142.0,0.0,0.5,#5DA02B,1,,0.0,True,142_L3 IT ENTm,n152
295,143.5,0.006,,,2,0.5,0.006,False,n153,n152
296,143.0,0.0,0.5,#65CA2F,1,,0.0,True,143_L3 IT ENTm,n153
297,144.0,0.0,0.5,#2F990E,1,,0.0,True,144_L3 IT ENTl,n153
298,145.5,0.0123,,,2,0.5,0.0123,False,n154,n149
299,145.0,0.0,0.5,#81CD2F,1,,0.0,True,145_L3 IT ENTl,n154
300,146.0,0.0,0.5,#468026,1,,0.0,True,146_L3 IT ENTl,n154
301,161.8203125,0.0838,,,38,14.8203,0.0838,False,n155,n148
302,150.71875,0.0786,,,11,3.7188,0.0786,False,n156,n155
303,147.75,0.0142,,,3,0.75,0.0142,False,n157,n156
304,147.0,0.0,0.5,#1DD96C,1,,0.0,True,147_L2 IT PAR,n157
305,148.5,0.0088,,,2,0.5,0.0088,False,n158,n157
306,148.0,0.0,0.5,#1BF290,1,,0.0,True,148_L2 IT PAR,n158
307,149.0,0.0,0.5,#1AF971,1,,0.0,True,149_L2 IT PAR,n158
308,153.6875,0.0672,,,8,3.6875,0.0672,False,n159,n156
309,151.5,0.0311,,,4,1.5,0.0311,False,n160,n159
310,150.5,0.009,,,2,0.5,0.009,False,n161,n160
311,150.0,0.0,0.5,#39EC1C,1,,0.0,True,150_L2 IT ENTm,n161
312,151.0,0.0,0.5,#00FF4C,1,,0.0,True,151_L2 IT ENTm,n161
313,152.5,0.0138,,,2,0.5,0.0138,False,n162,n160
314,152.0,0.0,0.5,#7DE630,1,,0.0,True,152_L2 IT ENTm,n162
315,153.0,0.0,0.5,#42EC04,1,,0.0,True,153_L2 IT ENTm,n162
316,155.875,0.0359,,,4,1.875,0.0359,False,n163,n159
317,154.75,0.0264,,,3,0.75,0.0264,False,n164,n163
318,154.0,0.0,0.5,#34B91E,1,,0.0,True,154_L2 IT ProS,n164
319,155.5,0.0153,,,2,0.5,0.0153,False,n165,n164
320,155.0,0.0,0.5,#21EC1D,1,,0.0,True,155_L2 IT ProS,n165
321,156.0,0.0,0.5,#55B927,1,,0.0,True,156_L2 IT ProS,n165
322,157.0,0.0,0.5,#22CC20,1,,0.0,True,157_L2 IT HATA,n163
323,172.921875,0.0656,,,27,14.9219,0.0656,False,n166,n155
324,164.671875,0.0473,,,12,6.6719,0.0473,False,n167,n166
325,161.96875,0.0314,,,7,3.9688,0.0314,False,n168,n167
326,160.4375,0.0263,,,5,2.4375,0.0263,False,n169,n168
327,158.875,0.0248,,,4,0.875,0.0248,False,n170,n169
328,158.0,0.0,0.5,#6A991D,1,,0.0,True,158_L2/3 IT ENTl,n170
329,159.75,0.013,,,3,0.75,0.013,False,n171,n170
330,159.0,0.0,0.5,#BCFF1A,1,,0.0,True,159_L2/3 IT ENTl,n171
331,160.5,0.0085,,,2,0.5,0.0085,False,n172,n171
332,160.0,0.0,0.5,#87B31E,1,,0.0,True,160_L2/3 IT ENTl,n172
333,161.0,0.0,0.5,#8DD31E,1,,0.0,True,161_L2/3 IT ENTl,n172
334,162.0,0.0,0.5,#9EE61D,1,,0.0,True,162_L2/3 IT ENTl,n169
335,163.5,0.0152,,,2,0.5,0.0152,False,n173,n168
336,163.0,0.0,0.5,#A6B90C,1,,0.0,True,163_L2/3 IT ENTl,n173
337,164.0,0.0,0.5,#A4E605,1,,0.0,True,164_L2/3 IT ENTl,n173
338,167.375,0.0335,,,5,2.375,0.0335,False,n174,n167
339,166.25,0.0182,,,3,1.25,0.0182,False,n175,n174
340,165.5,0.0134,,,2,0.5,0.0134,False,n176,n175
341,165.0,0.0,0.5,#7E9A0E,1,,0.0,True,165_L2/3 IT ENTl,n176
342,166.0,0.0,0.5,#C4EC04,1,,0.0,True,166_L2/3 IT ENTl,n176
343,167.0,0.0,0.5,#7CB927,1,,0.0,True,167_L2/3 IT ENTl,n175
344,168.5,0.0155,,,2,0.5,0.0155,False,n177,n174
345,168.0,0.0,0.5,#AFE32A,1,,0.0,True,168_L2/3 IT ENTl,n177
346,169.0,0.0,0.5,#78C630,1,,0.0,True,169_L2/3 IT ENTl,n177
347,181.171875,0.0541,,,15,11.1719,0.0541,False,n178,n166
348,178.34375,0.0475,,,14,8.3438,0.0475,False,n179,n178
349,174.9375,0.0237,,,11,4.9375,0.0237,False,n180,n179
350,172.25,0.0201,,,6,2.25,0.0201,False,n181,n180
351,170.75,0.0164,,,3,0.75,0.0164,False,n182,n181
352,170.0,0.0,0.5,#0E993B,1,,0.0,True,170_L2/3 IT CTX,n182
353,171.5,0.0103,,,2,0.5,0.0103,False,n183,n182
354,171.0,0.0,0.5,#0BBF45,1,,0.0,True,171_L2/3 IT CTX,n183
355,172.0,0.0,0.5,#0CB333,1,,0.0,True,172_L2/3 IT CTX,n183
356,173.75,0.0124,,,3,0.75,0.0124,False,n184,n181
357,173.0,0.0,0.5,#09CC4F,1,,0.0,True,173_L2/3 IT ENTl,n184
358,174.5,0.0093,,,2,0.5,0.0093,False,n185,n184
359,174.0,0.0,0.5,#09CC37,1,,0.0,True,174_L2/3 IT CTX,n185
360,175.0,0.0,0.5,#0CB351,1,,0.0,True,175_L2/3 IT CTX,n185
361,177.625,0.0147,,,5,1.625,0.0147,False,n186,n180
362,176.5,0.0042,,,2,0.5,0.0042,False,n187,n186
363,176.0,0.0,0.5,#04EC33,1,,0.0,True,176_L2/3 IT CTX,n187
364,177.0,0.0,0.5,#07D95F,1,,0.0,True,177_L2/3 IT CTX,n187
365,178.75,0.0121,,,3,0.75,0.0121,False,n188,n186
366,178.0,0.0,0.5,#00FF34,1,,0.0,True,178_L2/3 IT CTX,n188
367,179.5,0.0086,,,2,0.5,0.0086,False,n189,n188
368,179.0,0.0,0.5,#04EC5E,1,,0.0,True,179_L2/3 IT CTX,n189
369,180.0,0.0,0.5,#07D945,1,,0.0,True,180_L2/3 IT CTX,n189
370,181.75,0.0257,,,3,0.75,0.0257,False,n190,n179
371,181.0,0.0,0.5,#30E643,1,,0.0,True,181_L2/3 IT CTX,n190
372,182.5,0.0141,,,2,0.5,0.0141,False,n191,n190
373,182.0,0.0,0.5,#2EB934,1,,0.0,True,182_L2/3 IT CTX,n191
374,183.0,0.0,0.5,#02F970,1,,0.0,True,183_L2/3 IT CTX,n191
375,184.0,0.0,0.5,#310EA0,1,,0.0,True,184_L2/3 IT TPE,n178
376,206.95458984375,0.0927,,,49,21.9546,0.0927,False,n192,n147
377,193.7265625,0.0656,,,24,8.7266,0.0656,False,n193,n192
378,186.25,0.0522,,,3,1.25,0.0522,False,n194,n193
379,185.5,0.032,,,2,0.5,0.032,False,n195,n194
